controller,k,t,reference,y,u,predicted_y0,stage_qp_cost,solve_time_sec,qp_status
resdynet_ltv,42,0.84,0.6,0.597543998786774,0.5975238004566863,0.5975363612675836,0.2733591000662614,0.036670667002908885,optimal
resdynet_ltv,43,0.86,0.6,0.5979361213897867,0.5934534127991821,0.5979292937600365,0.27344445876809714,0.03658041701419279,optimal
resdynet_ltv,44,0.88,0.6,0.5983032218127301,0.5907660534383293,0.5982970384015043,0.27373307416243664,0.0370957920094952,optimal
resdynet_ltv,45,0.9,0.6,0.5986316159830548,0.5892504828834644,0.5986260367013702,0.274152501986471,0.0411755419918336,optimal
resdynet_ltv,46,0.92,0.6,0.5989133124681054,0.5886845869804193,0.5989084310020384,0.2746426440050989,0.037652041006367654,optimal
resdynet_ltv,47,0.9400000000000001,0.6,0.599144971127011,0.5888518120392859,0.5991405341488534,0.27515572759808327,0.036940416001016274,optimal
resdynet_ltv,48,0.96,0.6,0.5993268741621182,0.5895527537404996,0.5993227536077893,0.2756561584976922,0.03671729200868867,optimal
resdynet_ltv,49,0.98,0.6,0.5994619679772608,0.5906098107980847,0.5994581067981403,0.27611850420360873,0.03695858299033716,optimal
resdynet_ltv,50,1.0,0.6,0.5995550085649424,0.5918728465839577,0.5995510989550792,0.2765267325533071,0.037441916996613145,optimal
resdynet_ltv,51,1.02,0.6,0.5996118299427121,0.5932185086716135,0.5996079513897401,0.27687256493641005,0.037383166985819116,optimal
resdynet_ltv,52,1.04,0.6,0.5996387433610455,0.5945490704341425,0.5996348835579536,0.27715278413708294,0.04023454198613763,optimal
resdynet_ltv,53,1.06,0.6,0.599642060899883,0.5957974972983153,0.599638028888578,0.2773691685399898,0.051553666999097914,optimal
resdynet_ltv,54,1.08,0.6,0.5996277481840978,0.5969165940611088,0.5996235463916415,0.2775262558896897,0.03779808297986165,optimal
resdynet_ltv,55,1.1,0.6,0.5996011909676439,0.5978772189647045,0.5995968182293219,0.27763132749102426,0.037561082979664207,optimal
resdynet_ltv,56,1.12,0.6,0.5995670473848493,0.5986676015610706,0.5995626390558032,0.27769184360971844,0.03747979199397378,optimal
resdynet_ltv,57,1.1400000000000001,0.6,0.5995291782662723,0.5992883199265883,0.5995245901927087,0.2777160627076302,0.03734345801058225,optimal
resdynet_ltv,58,1.16,0.6,0.5994906414936557,0.5997511922640113,0.5994859823284685,0.27771201791539973,0.03724016700289212,optimal
resdynet_ltv,59,1.18,0.6,0.5994537359399021,0.6000698365463,0.5994489002302819,0.27768752472134034,0.037225583975669,optimal
resdynet_ltv,60,1.2,0.6,0.5994200720944642,0.6002649501138804,0.5994151117738157,0.27764872239737437,0.04229554199264385,optimal
resdynet_ltv,61,1.22,0.6,0.5993906600887506,0.6003587306952779,0.5993857636344461,0.277602410217419,0.03806566700222902,optimal
resdynet_ltv,62,1.24,0.6,0.5993660133656041,0.6003708245605206,0.5993610283487317,0.27755200488011694,0.037134083977434784,optimal
resdynet_ltv,63,1.26,0.6,0.5993462481178217,0.6003240571977672,0.5993411585004004,0.2775021107500504,0.03672779101179913,optimal
resdynet_ltv,64,1.28,0.6,0.599331181689971,0.6002345411507203,0.5993261674992092,0.27745482816158074,0.03658258300856687,optimal
resdynet_ltv,65,1.3,0.6,0.5993204212383018,0.6001184058289494,0.5993154037074855,0.27741202420923844,0.03670645802048966,optimal
resdynet_ltv,66,1.32,0.6,0.5993134367026035,0.5999901819356971,0.599308401345564,0.277375692872998,0.03668612497858703,optimal
resdynet_ltv,67,1.34,0.6,0.59930962833333,0.5998593757063267,0.5993046262059297,0.2773452633851212,0.039448625000659376,optimal
resdynet_ltv,68,1.36,0.6,0.5993083788187555,0.599734018296021,0.5993033375944223,0.27732098416958706,0.050953583006048575,optimal
resdynet_ltv,69,1.3800000000000001,0.6,0.5993090907451164,0.5996196624197849,0.5993040102895613,0.27730332557555076,0.037070833990583196,optimal
resdynet_ltv,70,1.4000000000000001,0.6,0.5993112147484096,0.5995191775682669,0.5993062319722966,0.2772905001743703,0.03673229200649075,optimal
resdynet_ltv,71,1.42,0.6,0.5993142662551088,0.5994345704945586,0.5993092656441567,0.27728279500533753,0.03672812500735745,optimal
resdynet_ltv,72,1.44,0.6,0.5993178343866524,0.5993669102404837,0.5993128226697959,0.2772787997385213,0.036666750005679205,optimal
resdynet_ltv,73,1.46,0.6,0.5993215866962837,0.5993151265759137,0.5993166078410658,0.27727807257180415,0.0367077499977313,optimal
resdynet_ltv,74,1.48,0.6,0.5993252673665197,0.599278589015257,0.5993202873276182,0.27727989626660715,0.036875582998618484,optimal
resdynet_ltv,75,1.5,0.6,0.599328691879772,0.5992542172154345,0.5993237846162538,0.27728299213698493,0.04256862498004921,optimal
resdynet_ltv,76,1.52,0.6,0.599331737641128,0.5992410881371899,0.5993268657411179,0.277286944599436,0.03839587498805486,optimal
resdynet_ltv,77,1.54,0.6,0.5993343342129325,0.5992373768823447,0.5993293962574885,0.2772918936055332,0.037685415998566896,optimal
resdynet_ltv,78,1.56,0.6,0.5993364561483724,0.5992396618955935,0.599331524528627,0.27729686395174985,0.03748195798834786,optimal
resdynet_ltv,79,1.58,0.6,0.5993381110238508,0.5992464121579899,0.5993331669747768,0.2773014899726657,0.037320250004995614,optimal
resdynet_ltv,80,1.6,0.6,0.5993393284327097,0.5992570536139373,0.5993344159923791,0.2773061910992749,0.03733604200533591,optimal
resdynet_ltv,81,1.62,0.6,0.5993401548927578,0.59926947314915,0.5993351496282683,0.2773097208259484,0.037319625000236556,optimal
resdynet_ltv,82,1.6400000000000001,0.6,0.5993406477136874,0.5992820945872026,0.5993356916934172,0.27731297242290004,0.04023312500794418,optimal
resdynet_ltv,83,1.6600000000000001,0.6,0.5993408671257479,0.5992946508730557,0.5993359204900472,0.27731546052865147,0.05176324999774806,optimal
resdynet_ltv,84,1.68,0.6,0.5993408723337449,0.5993059523948212,0.5993359154890341,0.2773175494784186,0.037503750005271286,optimal
resdynet_ltv,85,1.7,0.6,0.5993407184582419,0.5993160600229708,0.5993358087800382,0.2773190791170837,0.03699687498738058,optimal
resdynet_ltv,86,1.72,0.6,0.5993404542837945,0.5993251463663066,0.5993354956936099,0.2773199151209517,0.03695562499342486,optimal
resdynet_ltv,87,1.74,0.6,0.5993401227752162,0.5993330631415302,0.5993351325743181,0.2773206636385859,0.03701233401079662,optimal
resdynet_ltv,88,1.76,0.6,0.5993397611808445,0.5993387164789253,0.5993347740944672,0.27732066189316207,0.036947500018868595,optimal
resdynet_ltv,89,1.78,0.6,0.5993393986638622,0.5993431816562172,0.5993343924707273,0.27732054374359194,0.036897750018397346,optimal
resdynet_ltv,90,1.8,0.6,0.5993390564969153,0.5993455861368188,0.5993340794694395,0.27732031725083983,0.04157329199369997,optimal
resdynet_ltv,91,1.82,0.6,0.5993387486600171,0.5993469524996422,0.5993337721256975,0.27731979495152015,0.0376181669998914,optimal
resdynet_ltv,92,1.84,0.6,0.5993384823905255,0.5993480004806936,0.599333490121128,0.27731946357081927,0.0368083750072401,optimal
resdynet_ltv,93,1.86,0.6,0.5993382618299196,0.599347717150183,0.5993332833933723,0.27731889297594026,0.03678470800514333,optimal
resdynet_ltv,94,1.8800000000000001,0.6,0.5993380875316935,0.5993475295233125,0.5993331315468646,0.27731861361017923,0.03673695801990107,optimal
resdynet_ltv,95,1.9000000000000001,0.6,0.5993379574433118,0.5993460393234673,0.5993330493225921,0.27731824833961455,0.0377746659796685,optimal
resdynet_ltv,96,1.92,0.6,0.5993378670358445,0.5993451746596509,0.599332896749486,0.27731765080013393,0.03682262499933131,optimal
resdynet_ltv,97,1.94,0.6,0.5993378105006917,0.599344377498566,0.5993328563678554,0.2773175044336039,0.03942575000110082,optimal
resdynet_ltv,98,1.96,0.6,0.5993377834752182,0.5993422301258636,0.5993328757714893,0.2773172104038258,0.05132891601533629,optimal
resdynet_ltv,99,1.98,0.6,0.5993377791197054,0.5993407070598098,0.5993328840822036,0.27731690705838963,0.03767433401662856,optimal
resdynet_ltv,100,2.0,0.6,0.5993377893768822,0.5993396189223188,0.5993328872712481,0.2773168003225379,0.03745437500765547,optimal
resdynet_ltv,101,2.02,0.6,0.5993378085216228,0.5993388372957247,0.5993328656584284,0.2773167071470135,0.03734420798718929,optimal
resdynet_ltv,102,2.04,0.6,0.5993378324699004,0.5993386288100605,0.5993328978453988,0.2773168383019537,0.03741937500308268,optimal
resdynet_ltv,103,2.06,0.6,0.5993378590064878,0.5993379208570857,0.599332931097516,0.27731670116554313,0.03730704198824242,optimal
resdynet_ltv,104,2.08,0.6,0.5993378861232477,0.5993377716372524,0.5993329805137576,0.2773166489857346,0.037279625015798956,optimal
resdynet_ltv,105,2.1,0.6,0.5993379120184901,0.5993377524735312,0.5993329557105326,0.2773166828341702,0.04215516700060107,optimal
resdynet_ltv,106,2.12,0.6,0.5993379363102973,0.5993372223495813,0.5993330081158597,0.2773168261813318,0.038277999992715195,optimal
resdynet_ltv,107,2.14,0.6,0.5993379578831114,0.599337339411866,0.5993330179648318,0.2773166834654376,0.03773300000466406,optimal
resdynet_ltv,108,2.16,0.6,0.5993379759578935,0.5993376778656668,0.5993329926260509,0.277316762813978,0.0374442909960635,optimal
resdynet_ltv,109,2.18,0.6,0.599337991496602,0.5993380243659325,0.5993330073913602,0.2773168383655317,0.03745900001376867,optimal
resdynet_ltv,110,2.2,0.6,0.5993380058802994,0.5993375599547605,0.599333042568744,0.2773168736455728,0.03717104101087898,optimal
resdynet_ltv,111,2.22,0.6,0.5993380188562067,0.5993382302476312,0.5993330098568125,0.27731685161137054,0.03694958399864845,optimal
resdynet_ltv,112,2.24,0.6,0.5993380308469917,0.5993373864429045,0.5993330474875626,0.27731691623303206,0.03946191701106727,optimal
resdynet_ltv,113,2.2600000000000002,0.6,0.599338041484434,0.599337619575246,0.5993330622641422,0.27731670054454144,0.050876166991656646,optimal
resdynet_ltv,114,2.2800000000000002,0.6,0.5993380495971343,0.5993381253005735,0.5993330617264431,0.2773169848167108,0.037098332977620885,optimal
resdynet_ltv,115,2.3000000000000003,0.6,0.5993380567039198,0.5993380759552529,0.5993330745632804,0.2773169007616369,0.036903000000165775,optimal
resdynet_ltv,116,2.32,0.6,0.5993380637035706,0.5993382910058891,0.5993330770275308,0.27731680846446977,0.03739899999345653,optimal
resdynet_ltv,117,2.34,0.6,0.5993380709010669,0.5993384797148078,0.5993331092117999,0.27731707559817415,0.0373712079890538,optimal
resdynet_ltv,118,2.36,0.6,0.599338079051413,0.5993380667386873,0.5993331042864093,0.2773169515104836,0.037369375000707805,optimal
resdynet_ltv,119,2.38,0.6,0.5993380876379014,0.599337649546344,0.5993331621548323,0.2773168322484058,0.037223833991447464,optimal
resdynet_ltv,120,2.4,0.6,0.599338094982693,0.5993380039024263,0.5993331269771529,0.2773170523185823,0.0414193750184495,optimal
resdynet_ltv,121,2.42,0.6,0.5993381009926163,0.5993378772091384,0.5993331294328608,0.2773169052507546,0.03783912499784492,optimal
resdynet_ltv,122,2.44,0.6,0.5993381061363594,0.5993377444091293,0.5993331318953571,0.27731695705425125,0.03701470798114315,optimal
resdynet_ltv,123,2.46,0.6,0.5993381099190697,0.5993372524327127,0.59933318922385,0.27731684257409944,0.03686108297551982,optimal
resdynet_ltv,124,2.48,0.6,0.5993381111501094,0.599337593473928,0.5993331114827889,0.2773170685007397,0.03687395798624493,optimal
resdynet_ltv,125,2.5,0.6,0.599338109639777,0.5993376247936228,0.5993331638873299,0.27731699708555096,0.03679691700381227,optimal
resdynet_ltv,126,2.52,0.6,0.5993381062272167,0.599337973512151,0.5993331311691058,0.2773172058412809,0.0367277089972049,optimal
resdynet_ltv,127,2.54,0.6,0.5993381017493673,0.599338076732373,0.5993331262446672,0.2773169988167696,0.03990716699627228,optimal
resdynet_ltv,128,2.56,0.6,0.5993380971480866,0.599338097537443,0.599333126245312,0.2773168957487536,0.05161237501306459,optimal
resdynet_ltv,129,2.58,0.6,0.5993380926882474,0.5993381070386754,0.5993331213236022,0.27731703147921644,0.03765274997567758,optimal
resdynet_ltv,130,2.6,0.6,0.5993380884410341,0.5993381062853737,0.5993331213235255,0.2773169219789687,0.03738795800018124,optimal
resdynet_ltv,131,2.62,0.6,0.5993380844317683,0.5993380693942718,0.5993331237843569,0.27731705473145907,0.037436707993038,optimal
resdynet_ltv,132,2.64,0.6,0.5993380805925848,0.5993382362170421,0.5993331213247052,0.2773170395533554,0.037385250005172566,optimal
resdynet_ltv,133,2.66,0.6,0.5993380771891748,0.5993383744725944,0.5993331139409547,0.27731699607714144,0.03675633299280889,optimal
resdynet_ltv,134,2.68,0.6,0.599338074815334,0.5993384363401572,0.5993331114798433,0.27731695136234163,0.03694387499126606,optimal
resdynet_ltv,135,2.7,0.6,0.5993380738312152,0.5993385199079941,0.5993331090192692,0.2773169426122598,0.041417291009565815,optimal
resdynet_ltv,136,2.72,0.6,0.5993380744715029,0.5993384170688555,0.5993331417391278,0.27731691881866993,0.037804916995810345,optimal
resdynet_ltv,137,2.74,0.6,0.5993380766297883,0.5993384250309874,0.599333094253347,0.2773169414749751,0.037327124999137595,optimal
resdynet_ltv,138,2.7600000000000002,0.6,0.5993380800535907,0.5993383955076409,0.5993330917919619,0.2773169504497609,0.03742462498485111,optimal
resdynet_ltv,139,2.7800000000000002,0.6,0.5993380846371209,0.5993381961891103,0.5993331318950295,0.2773168351451114,0.03743345901602879,optimal
resdynet_ltv,140,2.8000000000000003,0.6,0.5993380898662191,0.5993379859629269,0.5993331343563196,0.2773170921151364,0.0373916249955073,optimal
resdynet_ltv,141,2.82,0.6,0.5993380948922764,0.5993377129062523,0.599333136816768,0.27731699759961215,0.037445499998284504,optimal
resdynet_ltv,142,2.84,0.6,0.5993380987555585,0.5993376706597496,0.5993331362821337,0.2773170122855819,0.0402551669976674,optimal
resdynet_ltv,143,2.86,0.6,0.5993381008715767,0.5993376732023944,0.5993331362817265,0.2773170188729901,0.0516845420061145,optimal
resdynet_ltv,144,2.88,0.6,0.5993381012233185,0.5993379798883347,0.5993331114812754,0.2773169723027104,0.03774912498192862,optimal
resdynet_ltv,145,2.9,0.6,0.5993381004886074,0.5993380671391042,0.5993331164010027,0.2773169259300885,0.036795208987314254,optimal
resdynet_ltv,146,2.92,0.6,0.5993380994821225,0.5993380039420335,0.5993331114791121,0.2773168428044203,0.03678712499095127,optimal
resdynet_ltv,147,2.94,0.6,0.5993380982636417,0.5993380385775968,0.5993331139411014,0.27731706192131605,0.03680733300279826,optimal
resdynet_ltv,148,2.96,0.6,0.5993380967915551,0.599338000513082,0.5993331114792784,0.277317052289096,0.03683579197968356,optimal
resdynet_ltv,149,2.98,0.6,0.5993380950739068,0.5993379653963734,0.5993331114795454,0.27731701338534875,0.03690966599970125,optimal
resdynet_ltv,150,3.0,0.6,0.5993380929836704,0.5993379394527131,0.5993331114795865,0.27731696325348365,0.041988875018432736,optimal
resdynet_ltv,151,3.02,0.6,0.5993380904240978,0.5993379258706613,0.5993331164015872,0.27731692927456,0.037858166004298255,optimal
resdynet_ltv,152,3.04,0.6,0.5993380873463209,0.59933794097346,0.5993331164017237,0.2773168408004652,0.03691941700526513,optimal
resdynet_ltv,153,3.06,0.6,0.5993380837860781,0.5993381186835285,0.5993331213245637,0.27731713140586056,0.03679187499801628,optimal
resdynet_ltv,154,3.08,0.6,0.5993380801562564,0.599338137627882,0.5993331188621301,0.27731698096870655,0.036794999992707744,optimal
resdynet_ltv,155,3.1,0.6,0.5993380768571556,0.5993380749083681,0.5993331164013237,0.2773168808687606,0.037330833001760766,optimal
resdynet_ltv,156,3.12,0.6,0.5993380738018784,0.5993380112423077,0.5993331164014728,0.27731702481766674,0.037415375001728535,optimal
resdynet_ltv,157,3.14,0.6,0.5993380707451281,0.5993379530108047,0.5993331139405537,0.27731698935196814,0.0401650829880964,optimal
resdynet_ltv,158,3.16,0.6,0.5993380674601112,0.5993379313783852,0.5993331164016651,0.2773169403574401,0.05198158300481737,optimal
resdynet_ltv,159,3.18,0.6,0.5993380638126095,0.5993381100621457,0.5993331213246678,0.27731698799553844,0.037595000001601875,optimal
resdynet_ltv,160,3.2,0.6,0.599338060141552,0.5993383448344359,0.5993331139414693,0.2773170191070909,0.0373173329862766,optimal
resdynet_ltv,161,3.22,0.6,0.5993380572733072,0.5993383306851593,0.5993331164009718,0.27731689779553226,0.03772595801274292,optimal
resdynet_ltv,162,3.24,0.6,0.5993380556167798,0.5993384273138219,0.5993331114803936,0.2773171232528824,0.039428666001185775,optimal
resdynet_ltv,163,3.2600000000000002,0.6,0.5993380552940475,0.5993384673330289,0.5993331090188452,0.27731705692545083,0.0375765000062529,optimal
resdynet_ltv,164,3.2800000000000002,0.6,0.5993380565211495,0.5993384893055728,0.599333096714037,0.2773169513027068,0.037430291005875915,optimal
resdynet_ltv,165,3.3000000000000003,0.6,0.5993380593537663,0.5993384505327016,0.5993330917918724,0.2773169662317918,0.04230237498995848,optimal
resdynet_ltv,166,3.3200000000000003,0.6,0.5993380636841212,0.599338396379409,0.599333089330999,0.27731695995654765,0.038340832979884,optimal
resdynet_ltv,167,3.34,0.6,0.5993380692541886,0.5993383238959644,0.5993331269739121,0.2773169012689541,0.03775474999565631,optimal
resdynet_ltv,168,3.36,0.6,0.5993380757450939,0.5993382561500251,0.5993331220519955,0.27731680528756836,0.036957041011191905,optimal
resdynet_ltv,169,3.38,0.6,0.5993380828205174,0.5993382873997685,0.599333122052538,0.2773170425977893,0.03687379200709984,optimal
resdynet_ltv,170,3.4,0.6,0.5993380903595718,0.5993382849657996,0.5993331195909843,0.27731703172469274,0.036974291986553,optimal
resdynet_ltv,171,3.42,0.6,0.5993380983705616,0.5993382887602408,0.5993331195911,0.2773169019542267,0.03714733402011916,optimal
resdynet_ltv,172,3.44,0.6,0.5993381068063288,0.5993378963448098,0.5993331646147644,0.27731684299261594,0.0401795840007253,optimal
resdynet_ltv,173,3.46,0.6,0.5993381148503258,0.5993374385638304,0.599333169537335,0.27731682439042943,0.050842750002630055,optimal
resdynet_ltv,174,3.48,0.6,0.599338120819251,0.5993376324446016,0.5993331818458579,0.2773170740372496,0.03716541701578535,optimal
resdynet_ltv,175,3.5,0.6,0.5993381242623768,0.5993376483785396,0.5993331862286415,0.27731703061651974,0.03685454200603999,optimal
resdynet_ltv,176,3.52,0.6,0.5993381256741299,0.599337257859702,0.5993332015287377,0.27731695213491137,0.036802582995733246,optimal
resdynet_ltv,177,3.54,0.6,0.5993381243891774,0.5993375946878748,0.599333171274157,0.2773170565175733,0.0368717499950435,optimal
resdynet_ltv,178,3.56,0.6,0.5993381204225728,0.5993378473960438,0.5993331311674825,0.27731708089576895,0.036786874989047647,optimal
resdynet_ltv,179,3.58,0.6,0.5993381150493313,0.5993381933044284,0.5993331360904908,0.27731708882274897,0.03683316599926911,optimal
